"","ID","SeriousDlqin2yrs","RevolvingUtilization","No_of_30_59_DPD","DebtRatio","MonthlyIncome","No_Of_OpenCreditLines","No_of_90_DPD","No_of_RealEstateLoans","No_of_60_89_DPD","Gender","age","Martial_Status","NumberOfDependents","Own_House","No_Years_address","percentile_score","Income_segment","Life_Stage_Segment","City","State"
"443",72125,1,0.9999999,1,0.75948461,1396,3,1,2,0,1,32,"Single",1,0,1,5.3932135396293,"Very Low Value Customers","Married_with_youndKids","Agartala","Tripura"
"444",146421,1,0.899279518,2,1.357142857,1399,4,3,1,1,0,34,"Married",0,0,1,5.3957103977495,"Very Low Value Customers","Married_with_youndKids","Dispur","Assam"
"445",2315,1,0,0,0.219129193,1400,4,0,0,0,1,26,"Single",1,0,3,5.3982072558697,"Very Low Value Customers","UnMarried_employed","Bhopal","Madhya Pradesh"
"446",7784,1,0.9999999,0,0,1400,0,0,0,0,0,30,"Married",0,0,3,5.40403325815016,"Very Low Value Customers","Married_with_youndKids","Srinagar","JK"
"447",10881,1,0.124760567,0,0.841541756,1400,6,0,0,0,1,28,"Single",0,1,1,5.41069154647069,"Very Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"448",19180,1,0.9999999,98,0,1400,0,98,0,98,1,21,"Married",0,0,2,5.42317583707169,"Very Low Value Customers","Student","Lucknow","Uttar Pradesh"
"449",31407,1,1.1005996,1,0.772305496,1400,4,1,0,2,0,53,"Single",0,0,1,5.43566012767268,"Very Low Value Customers","Pre-retired","Shillong","Meghalaya"
"450",32814,1,0.054495497,1,0.466809422,1400,8,0,0,1,0,24,"Single",0,1,1,5.43649241371275,"Very Low Value Customers","UnMarried_employed","Aizawl","Mizoram"
"451",43662,1,1.385685885,1,0.294789436,1400,5,0,0,2,0,30,"Single",0,1,3,5.45147356243394,"Very Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"452",44351,1,0.9999999,0,1.030692363,1400,4,2,2,1,1,33,"Single",0,1,1,5.45313813451407,"Very Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"453",48642,1,0.9999999,0,0.035688794,1400,5,1,0,1,0,27,"Single",1,1,1,5.4548027065942,"Very Low Value Customers","UnMarried_employed","Dispur","Assam"
"454",50588,1,0.513582881,1,2.30620985,1400,16,0,1,0,0,49,"Single",0,0,3,5.4572995647144,"Very Low Value Customers","Pre-retired","Imphal","Manipur"
"455",58143,1,0.893106893,1,0.062812277,1400,1,0,0,1,0,27,"Single",0,1,1,5.46978385531539,"Very Low Value Customers","UnMarried_employed","Dehradun","Uttarakhand"
"456",63237,1,1.074985003,2,0.711634547,1400,8,0,0,3,0,26,"Single",0,1,2,5.47810671571606,"Very Low Value Customers","UnMarried_employed","Mumbai","Maharashtra"
"457",72895,1,0,0,0.006423983,1400,1,2,0,1,0,29,"Single",1,0,2,5.49142329235712,"Very Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"458",75898,1,0.9999999,0,0.117773019,1400,6,3,0,0,0,24,"Single",0,1,2,5.49392015047732,"Very Low Value Customers","UnMarried_employed","Lucknow","Uttar Pradesh"
"459",90782,1,0.508839354,0,0.096359743,1400,3,0,0,0,1,52,"Single",0,0,2,5.51139815731871,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"460",95940,1,0.880649027,1,2.433975732,1400,15,0,1,0,1,65,"Single",0,0,3,5.52055330375944,"Very Low Value Customers","Retired","Bangalore","Karnataka"
"461",112964,1,0,1,0.915060671,1400,3,1,1,0,0,38,"Single",2,1,2,5.54635417100149,"Very Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"462",115014,1,0.9999999,0,0.251962884,1400,1,0,0,0,1,29,"Single",0,1,2,5.55301245932202,"Very Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"463",118457,1,1.024325225,1,1.418986438,1400,7,1,1,0,1,64,"Single",0,1,2,5.55634160348229,"Very Low Value Customers","Retired","Gandhinagar","Gujarat"
"464",123464,1,0.9999999,1,0.658101356,1400,5,1,0,0,0,44,"Single",2,0,1,5.56632903596308,"Very Low Value Customers","Pre-retired","Kolkata","West Bengal"
"465",134440,1,1.28685259,0,0.059957173,1400,1,0,0,0,0,50,"Single",2,1,3,5.58131018468427,"Very Low Value Customers","Pre-retired","Jammu","JK"
"466",141420,1,0.9999999,0,0.692362598,1400,3,1,1,0,0,44,"Single",2,0,3,5.58880075904487,"Very Low Value Customers","Pre-retired","Aizawl","Mizoram"
"467",147108,1,0.061872818,1,2.2041399,1400,16,0,3,0,1,51,"Single",1,1,3,5.59629133340546,"Very Low Value Customers","Pre-retired","Kolkata","West Bengal"
"468",18714,1,0.987432162,0,0.14978602,1401,3,0,0,0,0,40,"Single",3,1,2,5.6004527636058,"Very Low Value Customers","Married_with_youndKids","Bhubaneswar","Odisha(Orissa)"
"469",36116,1,0.199219455,0,3.537089872,1401,12,0,4,0,0,61,"Single",0,1,3,5.60128504964586,"Very Low Value Customers","Retired","Panjim","Goa"
"470",134811,1,0.9999999,0,0,1404,0,0,0,0,1,52,"Single",0,0,2,5.60544647984619,"Very Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"471",65074,1,1.447761194,0,0.005661713,1412,1,0,0,0,0,51,"Married",0,0,2,5.62125991460745,"Very Low Value Customers","Pre-retired","Bangalore","Karnataka"
"472",116020,1,0.436403208,1,0.924982307,1412,10,0,0,0,0,73,"Married",0,0,1,5.62292448668758,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"473",113227,1,0.9999999,0,0.237288136,1415,3,0,0,0,0,38,"Married",2,1,3,5.62708591688792,"Very Low Value Customers","Married_with_youndKids","Patna","Bihar"
"474",22540,1,0.778693722,0,0.96753705,1416,10,0,0,2,1,44,"Married",2,1,2,5.63124734708825,"Very Low Value Customers","Pre-retired","Kolkata","West Bengal"
"475",45998,1,0,0,0,1417,1,0,0,0,1,30,"Single",1,0,3,5.64373163768924,"Very Low Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"476",99870,1,1.450090744,3,0.065263158,1424,3,1,0,0,0,45,"Single",0,1,2,5.66037735849057,"Very Low Value Customers","Pre-retired","Patna","Bihar"
"477",5298,1,0.9999999,0,0.873772791,1425,8,1,1,0,0,62,"Single",1,0,3,5.6620419305707,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"478",119218,1,0.846794338,1,0.458304135,1426,8,1,0,0,0,52,"Single",4,0,1,5.66620336077103,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"479",53097,1,0.9999999,0,0.275886032,1438,2,0,0,0,0,25,"Married",1,0,2,5.68784279781275,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"480",144098,1,0.937578027,2,0.282835302,1438,5,0,0,0,0,41,"Single",0,1,3,5.69033965593295,"Very Low Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"481",127509,1,0.9999999,98,0,1440,0,98,0,98,0,31,"Single",1,0,1,5.70864994881441,"Very Low Value Customers","Married_with_youndKids","Agartala","Tripura"
"482",148392,1,0,0,0,1440,1,0,0,1,0,28,"Single",0,0,1,5.71031452089454,"Very Low Value Customers","Married_with_youndKids","Chennai","Tamil Nadu"
"483",46824,1,0.932097082,0,1.320415225,1444,7,0,2,0,0,32,"Single",0,1,1,5.716140523175,"Very Low Value Customers","Married_with_youndKids","Chennai","Tamil Nadu"
"484",138711,1,0.891015569,1,1.621285418,1446,6,0,1,0,1,25,"Single",0,0,2,5.71946966733527,"Very Low Value Customers","UnMarried_employed","Patna","Bihar"
"485",32108,1,0.617178823,0,0.042729152,1450,8,0,0,0,0,58,"Single",0,1,3,5.72529566961573,"Very Low Value Customers","Pre-retired","Kolkata","West Bengal"
"486",32144,1,1.043824701,0,0.004824259,1450,1,0,0,0,0,55,"Married",0,0,2,5.7261279556558,"Very Low Value Customers","Pre-retired","Aizawl","Mizoram"
"487",98310,1,1.039840637,0,0.042729152,1450,2,0,0,0,1,27,"Married",1,0,1,5.74360596249719,"Very Low Value Customers","UnMarried_employed","Chandigarh","Haryana"
"488",107420,1,1.00999001,0,0.020675396,1450,2,0,0,0,0,23,"Single",0,0,1,5.74693510665746,"Very Low Value Customers","UnMarried_employed","Srinagar","JK"
"489",144283,1,0.9999999,1,0.286698828,1450,1,0,0,0,0,24,"Single",0,1,3,5.75609025309818,"Very Low Value Customers","UnMarried_employed","Srinagar","JK"
"490",71843,1,0.94363921,2,1.448937629,1458,15,0,2,0,0,61,"Married",3,1,2,5.77356825993958,"Very Low Value Customers","Retired","Kohima","Nagaland"
"491",74381,1,1.011089051,4,1.259766964,1458,16,0,1,0,1,44,"Single",0,0,2,5.77440054597964,"Very Low Value Customers","Pre-retired","Dehradun","Uttarakhand"
"492",49438,1,0.9999999,0,0.298425736,1460,1,1,0,0,0,57,"Single",0,0,3,5.78189112034024,"Very Low Value Customers","Pre-retired","Imphal","Manipur"
"493",11489,1,0,0,0.101092896,1463,4,0,0,0,1,25,"Married",1,0,2,5.78605255054057,"Very Low Value Customers","UnMarried_employed","Shillong","Meghalaya"
"494",35590,1,0.9999999,0,0.467213115,1463,6,1,0,1,0,30,"Married",0,1,2,5.7877171226207,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"495",24791,1,0.428761873,1,0.437797417,1470,3,2,0,0,1,54,"Single",0,0,2,5.80103369926176,"Very Low Value Customers","Pre-retired","Agartala","Tripura"
"496",145789,1,1.012250161,0,0.402711864,1474,10,0,0,0,0,39,"Married",0,1,3,5.81767942006309,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"497",118116,1,1.03307888,0,0.197564276,1477,7,0,0,0,1,52,"Single",0,0,2,5.82600228046375,"Very Low Value Customers","Pre-retired","Imphal","Manipur"
"498",101633,1,0.511395442,0,0.205544287,1478,2,0,0,0,1,30,"Married",0,0,2,5.82766685254388,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"499",90306,1,0.886113886,2,1.636486486,1479,5,1,1,2,0,49,"Single",1,0,3,5.83182828274421,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"500",53532,1,0.9999999,0,0.212694126,1480,1,0,0,0,0,38,"Single",2,0,1,5.83765428502468,"Very Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"501",96053,1,0.44451931,0,0.74341661,1480,7,0,0,1,1,30,"Single",0,1,2,5.83931885710481,"Very Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"502",121933,1,0.416882713,2,4.120295699,1487,10,1,2,0,0,56,"Married",0,0,2,5.85013857562567,"Very Low Value Customers","Pre-retired","Mumbai","Maharashtra"
"503",33760,1,0.169393116,2,1.802146211,1490,13,0,2,0,0,67,"Single",0,1,2,5.85596457790613,"Very Low Value Customers","Retired","Chennai","Tamil Nadu"
"504",41930,1,0.9999999,2,0.434666667,1499,2,1,0,0,0,40,"Married",1,1,3,5.86595201038693,"Very Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"505",2560,1,0.9999999,0,1.018654231,1500,3,1,1,1,0,36,"Single",0,1,2,5.87427487078759,"Very Low Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"506",4235,1,0.9999999,0,0.004663558,1500,1,1,0,0,1,31,"Married",1,0,2,5.88010087306806,"Very Low Value Customers","Married_with_youndKids","Dispur","Assam"
"507",7336,1,0.650717982,0,0.928714191,1500,13,0,2,0,0,41,"Married",0,0,1,5.88759144742865,"Very Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"508",11182,1,0,0,0.008660893,1500,4,1,0,0,0,46,"Single",0,0,1,5.90007573802965,"Very Low Value Customers","Pre-retired","Patna","Bihar"
"509",13247,1,1.164029975,2,0.159227182,1500,3,0,0,0,1,26,"Single",0,1,3,5.90590174031011,"Very Low Value Customers","UnMarried_employed","Dehradun","Uttarakhand"
"510",25431,1,0.589785164,0,0.647568288,1500,9,1,1,0,1,67,"Married",0,1,3,5.93586403775249,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"511",28062,1,0.9999999,2,0.704863424,1500,3,0,0,0,0,38,"Single",3,0,3,5.94252232607302,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"512",29362,1,0.779468507,1,2.147901399,1500,12,0,3,0,0,41,"Single",3,1,3,5.94668375627336,"Very Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"513",31028,1,0.9999999,0,0.495669554,1500,2,1,0,1,0,31,"Single",3,0,1,5.95250975855382,"Very Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"514",35924,1,0.909331568,0,0.212524983,1500,4,0,0,0,0,22,"Married",0,1,2,5.96249719103461,"Very Low Value Customers","Student","Lucknow","Uttar Pradesh"
"515",39442,1,0.870431894,0,0.329780147,1500,4,0,0,0,0,25,"Single",0,0,1,5.97581376767567,"Very Low Value Customers","UnMarried_employed","Dispur","Assam"
"516",43672,1,0.9999999,1,0.075949367,1500,2,0,0,1,0,22,"Single",0,1,1,5.99079491639687,"Very Low Value Customers","Student","Hyderabad","Andhra Pradesh"
"517",43801,1,0.430794677,0,0.119253831,1500,10,2,0,0,0,55,"Married",0,1,1,5.99162720243693,"Very Low Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"518",44407,1,0.814558059,2,0.800799467,1500,3,3,0,0,1,48,"Single",0,0,1,5.99412406055713,"Very Low Value Customers","Pre-retired","Kohima","Nagaland"
"519",44461,1,0.9999999,2,0.307128581,1500,1,1,0,0,0,32,"Single",3,1,3,5.99578863263726,"Very Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"520",47448,1,0.765234765,0,0.014656895,1500,1,0,0,0,0,22,"Married",0,1,3,6.00910520927832,"Very Low Value Customers","Student","Raipur","Chhattisgarh"
"521",53606,1,0.564102564,0,0.003331113,1500,1,2,0,0,0,26,"Married",0,0,2,6.02325407195945,"Very Low Value Customers","UnMarried_employed","Aizawl","Mizoram"
"522",54948,1,0.9999999,0,0.006662225,1500,0,3,0,0,1,74,"Single",0,0,3,6.02741550215978,"Very Low Value Customers","Retired","Gandhinagar","Gujarat"
"523",55928,1,0.281303377,1,0.165889407,1500,10,0,0,0,0,23,"Single",1,1,1,6.03074464632005,"Very Low Value Customers","UnMarried_employed","Bhubaneswar","Odisha(Orissa)"
"524",62306,1,0.9999999,0,2.044636909,1500,3,0,1,0,0,35,"Single",1,0,1,6.04322893692104,"Very Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"525",67804,1,0.9999999,0,0.009327115,1500,0,4,0,0,1,36,"Married",0,1,2,6.05571322752203,"Very Low Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"526",68220,1,0.991002999,0,0.204530313,1500,2,0,0,0,0,23,"Single",0,1,2,6.05737779960217,"Very Low Value Customers","UnMarried_employed","Itanagar","Arunachal Pradesh"
"527",69391,1,0.9999999,0,0.530979347,1500,1,4,0,0,0,36,"Married",1,1,1,6.06320380188263,"Very Low Value Customers","Married_with_youndKids","Panjim","Goa"
"528",69429,1,0,0,0.620919387,1500,8,0,1,0,0,36,"Single",1,1,1,6.0640360879227,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"529",74024,1,0.092331633,2,3.818787475,1500,12,0,4,0,0,37,"Single",0,1,1,6.08151409476409,"Very Low Value Customers","Married_with_youndKids","Srinagar","JK"
"530",75292,1,0.9999999,0,0.061292472,1500,1,2,0,0,1,41,"Married",2,0,2,6.08401095288429,"Very Low Value Customers","Pre-retired","Aizawl","Mizoram"
"531",84485,1,0.9999999,0,0.066622252,1500,2,2,0,0,1,28,"Married",0,0,2,6.10731496200614,"Very Low Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"532",86498,1,0.9999999,4,0.831445703,1500,4,3,1,0,0,27,"Single",0,1,2,6.11647010844687,"Very Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"533",86547,1,0.9999999,0,0.039973351,1500,1,0,0,0,0,30,"Single",0,0,2,6.11730239448694,"Very Low Value Customers","Married_with_youndKids","Patna","Bihar"
"534",86564,1,0,0,0,1500,1,0,0,1,0,23,"Married",0,0,3,6.118134680527,"Very Low Value Customers","UnMarried_employed","Bhubaneswar","Odisha(Orissa)"
"535",93438,1,0.9999999,0,0.070619587,1500,3,0,0,0,0,42,"Married",0,0,3,6.1356126873684,"Very Low Value Customers","Pre-retired","Ranchi","Jharkhand"
"536",97296,1,0.84236832,2,0.043304464,1500,3,0,0,1,0,26,"Single",0,0,3,6.14310326172899,"Very Low Value Customers","UnMarried_employed","Panjim","Goa"
"537",98998,1,1.250996016,0,0.376415723,1500,2,2,0,0,0,33,"Single",2,1,2,6.14892926400946,"Very Low Value Customers","Married_with_youndKids","Panjim","Goa"
"538",107669,1,0.359093937,2,0.01065956,1500,4,1,0,0,1,24,"Married",0,1,2,6.17889156145184,"Very Low Value Customers","UnMarried_employed","Ranchi","Jharkhand"
"539",109119,1,0.560982576,0,2.854097268,1500,8,0,3,0,0,56,"Single",0,1,3,6.18388527769224,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"540",112320,1,0.497543138,0,0.19853431,1500,4,2,0,0,0,40,"Single",0,0,1,6.19803414037336,"Very Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"541",112640,1,0.902548726,0,0.366422385,1500,5,0,0,1,0,40,"Single",1,0,2,6.19886642641343,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"542",115048,1,0.9999999,1,0.180546302,1500,1,0,0,0,0,27,"Single",0,1,1,6.20885385889422,"Very Low Value Customers","UnMarried_employed","Itanagar","Arunachal Pradesh"
"543",118935,1,0.719416072,0,0.530313125,1500,15,0,0,0,1,53,"Single",0,0,1,6.22050586345515,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"544",120012,1,0,0,0,1500,2,0,0,0,0,31,"Single",0,0,3,6.22633186573562,"Very Low Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"545",120047,1,0.981277592,0,0.367088608,1500,6,0,0,0,1,27,"Single",0,0,3,6.22799643781575,"Very Low Value Customers","UnMarried_employed","Mumbai","Maharashtra"
"546",122686,1,0.9999999,0,0.1745503,1500,1,0,0,0,0,25,"Single",0,1,1,6.23465472613628,"Very Low Value Customers","UnMarried_employed","Patna","Bihar"
"547",122896,1,0.77844644,0,0.419720187,1500,5,0,0,0,0,38,"Single",1,0,3,6.23548701217634,"Very Low Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"548",128515,1,0.934604905,1,0.019986676,1500,2,1,0,1,1,27,"Married",0,0,1,6.2537973050578,"Very Low Value Customers","UnMarried_employed","Kohima","Nagaland"
"549",130841,1,1.001142776,2,1.270486342,1500,5,3,2,1,1,53,"Single",2,0,3,6.25712644921807,"Very Low Value Customers","Pre-retired","Kohima","Nagaland"
"550",133620,1,0.945007548,0,0.086608927,1500,2,0,0,0,1,30,"Single",0,0,3,6.26711388169886,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"551",134074,1,0.882078614,0,0.029313791,1500,3,0,0,0,0,26,"Single",0,0,2,6.268778453779,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"552",135163,1,0.316373262,0,0.549633578,1500,17,0,1,0,0,71,"Married",0,1,3,6.27293988397933,"Very Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"553",137307,1,0.117276458,0,0.08461026,1500,9,0,0,0,1,34,"Married",4,0,1,6.28126274437999,"Very Low Value Customers","Married_with_youndKids","Agartala","Tripura"
"554",139171,1,0.973253175,0,1.529646902,1500,8,0,1,1,1,65,"Single",1,0,3,6.28875331874058,"Very Low Value Customers","Retired","Patna","Bihar"
"555",140141,1,1.03996004,1,0.185876083,1500,2,0,0,0,1,23,"Single",0,0,3,6.29125017686078,"Very Low Value Customers","UnMarried_employed","Chandigarh","Haryana"
"556",141700,1,0.187266409,0,1.485676216,1500,15,0,1,0,0,50,"Single",1,0,1,6.29374703498098,"Very Low Value Customers","Pre-retired","Dispur","Assam"
"557",145240,1,0.977617906,0,0.217854763,1500,7,2,0,2,0,25,"Single",0,0,1,6.30956046974224,"Very Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"558",145953,1,1.016709427,0,0.862091939,1500,3,0,0,0,1,72,"Single",0,0,2,6.31039275578231,"Very Low Value Customers","Retired","Gangtok","Sikkim"
"559",149656,1,0.918163673,0,0.216522318,1500,3,0,0,0,0,34,"Single",0,0,3,6.32703847658363,"Very Low Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"560",106538,1,0.209911604,0,1.57057257,1501,8,0,3,0,0,54,"Single",0,0,1,6.33785819510449,"Very Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"561",20618,1,1.146247167,0,0.664238411,1509,11,0,0,1,0,47,"Single",3,1,1,6.35533620194589,"Very Low Value Customers","Pre-retired","Srinagar","JK"
"562",97638,1,0.962962963,1,0.008603574,1510,2,2,0,0,1,25,"Married",2,1,3,6.35783306006608,"Very Low Value Customers","UnMarried_employed","Shimla","Himachal Pradesh"
"563",18752,1,0.025491163,0,0.16765286,1520,7,0,0,0,0,41,"Single",0,0,3,6.37697563898761,"Very Low Value Customers","Pre-retired","Bangalore","Karnataka"
"564",118459,1,0.218919818,1,2.286653517,1520,10,0,1,0,0,40,"Single",1,1,2,6.38280164126807,"Very Low Value Customers","Married_with_youndKids","Shimla","Himachal Pradesh"
"565",82503,1,0.803274591,1,1.619764398,1527,6,2,2,1,1,46,"Single",1,0,3,6.39029221562867,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"566",130784,1,0.9999999,0,0.426422498,1528,2,0,2,1,0,67,"Single",1,0,3,6.39528593186906,"Very Low Value Customers","Retired","Panjim","Goa"
"567",27955,1,1.116601888,2,0.037785016,1534,3,0,0,0,1,23,"Single",0,0,3,6.40943479455019,"Very Low Value Customers","UnMarried_employed","Mumbai","Maharashtra"
"568",103972,1,1.18762475,0,0.131596091,1534,2,0,0,0,0,25,"Single",1,0,3,6.41442851079059,"Very Low Value Customers","UnMarried_employed","Ranchi","Jharkhand"
"569",28479,1,0.798134577,1,0.533506831,1536,3,0,0,1,0,28,"Single",0,1,2,6.42275137119125,"Very Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"570",137816,1,0.774925208,0,3.760078023,1537,18,0,2,0,0,40,"Married",2,1,1,6.42524822931145,"Very Low Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"571",75492,1,0.974010396,0,0.902138691,1542,5,0,1,1,1,63,"Single",1,0,2,6.43856480595251,"Very Low Value Customers","Retired","Panjim","Goa"
"572",58419,1,1.03187251,0,0.266666667,1544,3,1,0,0,0,58,"Single",0,0,2,6.44272623615284,"Very Low Value Customers","Pre-retired","Dehradun","Uttarakhand"
"573",80687,1,0.561019589,2,0.158914729,1547,5,0,0,2,1,26,"Single",1,0,2,6.44938452447337,"Very Low Value Customers","UnMarried_employed","Dispur","Assam"
"574",137876,1,0.998143122,0,0.943189154,1548,5,0,1,0,0,47,"Single",0,0,2,6.4510490965535,"Very Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"575",14310,1,0.108876976,0,1.923920052,1550,15,0,1,0,1,26,"Married",0,1,2,6.45521052675384,"Very Low Value Customers","UnMarried_employed","Patna","Bihar"
"576",59733,1,0.312683787,0,1.85106383,1550,5,0,1,0,0,51,"Married",1,0,2,6.4585396709141,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"577",60572,1,0.9999999,1,0.013539652,1550,0,3,0,0,0,24,"Single",1,1,3,6.45937195695417,"Very Low Value Customers","UnMarried_employed","Aizawl","Mizoram"
"578",105337,1,0.9999999,98,0,1550,0,98,0,98,0,26,"Single",0,0,1,6.46519795923463,"Very Low Value Customers","UnMarried_employed","Agartala","Tripura"
"579",22034,1,0.9999999,0,0.282034771,1552,1,1,0,0,0,39,"Single",1,0,2,6.47352081963529,"Very Low Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"580",82554,1,0.9999999,0,0.617514488,1552,6,0,1,0,0,58,"Single",0,1,3,6.47518539171543,"Very Low Value Customers","Pre-retired","Bangalore","Karnataka"
"581",6532,1,0.9999999,0,0.115830116,1553,1,0,0,0,0,27,"Single",1,0,2,6.47684996379556,"Very Low Value Customers","UnMarried_employed","Kolkata","West Bengal"
"582",146439,1,0.9999999,0,0.016720257,1554,1,1,0,0,1,64,"Single",0,1,1,6.48101139399589,"Very Low Value Customers","Retired","Patna","Bihar"
"583",17940,1,1.239520958,0,0.021140295,1560,1,1,0,1,1,23,"Single",0,0,3,6.48850196835648,"Very Low Value Customers","UnMarried_employed","Kolkata","West Bengal"
"584",65558,1,0.905118602,2,0.820790816,1567,8,0,2,0,0,76,"Single",0,1,1,6.51430283559854,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"585",24475,1,0.9999999,9,1.01270648,1573,7,0,0,0,0,57,"Single",1,1,3,6.52096112391907,"Very Low Value Customers","Pre-retired","Dispur","Assam"
"586",19284,1,0.9999999,1,0.429568528,1575,1,0,1,0,1,56,"Single",0,0,2,6.5226256959992,"Very Low Value Customers","Pre-retired","Srinagar","JK"
"587",87960,1,0.9999999,0,0.215736041,1575,2,2,0,0,0,35,"Single",2,1,3,6.52345798203927,"Very Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"588",88969,1,1.173469388,1,0.57677665,1575,5,6,0,3,0,38,"Single",0,0,3,6.52429026807933,"Very Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"589",52795,1,0.402840168,1,0.472853535,1583,6,0,0,1,0,31,"Single",0,0,2,6.55092342136145,"Very Low Value Customers","Married_with_youndKids","Mumbai","Maharashtra"
"590",132398,1,0.9999999,0,0.014520202,1583,1,0,0,0,1,27,"Married",1,1,1,6.55591713760185,"Very Low Value Customers","UnMarried_employed","Srinagar","JK"
"591",124749,1,1.14803248,1,0.945775536,1585,4,0,1,0,1,28,"Married",0,1,2,6.56423999800251,"Very Low Value Customers","Married_with_youndKids","Agartala","Tripura"
"592",49436,1,0.9999999,1,0,1588,0,1,0,0,0,50,"Married",0,0,1,6.57089828632304,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"593",46661,1,0.863052782,2,0.390243902,1598,7,1,0,1,1,59,"Single",0,1,1,6.58754400712437,"Very Low Value Customers","Pre-retired","Kohima","Nagaland"
"594",1615,1,0.983338887,0,0.106808245,1600,9,0,0,0,0,27,"Single",0,0,1,6.59087315128463,"Very Low Value Customers","UnMarried_employed","Raipur","Chhattisgarh"
"595",2043,1,0.9999999,1,0.26296065,1600,1,0,0,0,1,48,"Single",0,0,3,6.5917054373247,"Very Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"596",6786,1,0.011568401,0,0.572767021,1600,15,0,0,0,0,49,"Single",0,0,1,6.60751887208596,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"597",11477,1,0.540378101,0,0.527795128,1600,9,0,0,0,1,54,"Single",1,0,2,6.61417716040649,"Very Low Value Customers","Pre-retired","Panjim","Goa"
"598",11686,1,0.9999999,0,0,1600,0,2,0,0,0,31,"Single",0,0,3,6.61500944644655,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"599",14341,1,0.311880534,2,0.726420987,1600,11,2,0,1,0,35,"Single",2,0,3,6.61917087664689,"Very Low Value Customers","Married_with_youndKids","Shillong","Meghalaya"
"600",20411,1,1.323274236,1,0.329169269,1600,8,0,0,2,1,41,"Single",2,1,2,6.63581659744821,"Very Low Value Customers","Pre-retired","Mumbai","Maharashtra"
