CustID,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside
1559,2,62,76,0,20,35,3,18,1,1,1
1560,2,51,36,0,13,62,3,9,0,0,2
1561,1,65,48,0,28,94,1,25,0,0,1
1562,3,53,33,0,1,60,1,6,0,0,2
1563,1,23,35,0,4,118,2,11,0,0,1
1564,3,1,30,0,3,135,4,3,0,0,3
1565,3,66,55,0,20,80,2,24,0,1,1
1566,3,8,27,1,0,21,3,3,0,1,2
1567,3,18,28,1,3,22,1,2,0,1,5
1568,3,36,32,1,3,63,4,7,0,0,4
1569,1,13,40,0,16,142,2,18,0,1,1
1570,3,4,44,0,15,32,3,0,0,1,1
1571,3,20,32,0,10,19,3,5,0,0,1
1572,1,66,39,1,12,60,4,10,0,0,3
1573,3,67,47,1,7,97,1,23,0,0,4
1574,1,11,24,1,0,31,2,3,0,1,4
1575,1,6,26,0,7,30,3,1,0,1,2
1576,2,13,23,1,4,31,1,5,0,1,4
1577,2,2,29,1,3,44,2,9,0,1,6
1578,1,4,40,0,12,38,2,5,0,0,1
1579,1,34,63,1,10,23,2,0,0,1,2
1580,1,13,34,1,6,37,3,6,0,0,4
1581,2,37,40,1,14,26,2,0,0,0,5
1582,1,45,30,1,8,38,2,5,0,0,6
1583,2,71,70,0,30,153,3,34,1,1,1
1584,1,35,40,0,5,49,1,20,0,1,1
1585,3,44,41,0,21,51,3,7,0,0,1
1586,3,44,45,1,19,88,1,21,0,0,2
1587,1,26,41,1,20,19,1,0,0,1,6
1588,2,42,46,1,9,31,1,12,0,1,3
1589,2,41,47,1,6,90,2,19,0,0,3
1590,1,31,24,1,3,14,1,0,0,0,4
1591,3,62,63,0,43,341,2,30,0,0,1
1592,1,12,23,1,2,24,4,0,0,1,8
1593,2,45,49,1,27,81,2,7,0,1,4
1594,1,47,34,1,4,63,2,13,0,1,4
1595,2,23,22,1,1,27,1,4,0,0,5
1596,3,39,34,0,4,20,5,3,0,1,1
1597,2,19,26,0,2,48,3,0,0,0,2
1598,1,13,54,0,12,121,4,23,0,0,1
1599,2,5,33,0,6,39,3,4,0,0,3
1600,2,11,19,0,0,21,2,0,0,0,1
1601,3,4,32,0,2,53,4,5,0,0,1
1602,3,17,42,0,8,58,1,23,0,0,1
1603,2,7,27,0,3,39,3,2,0,0,1
1604,1,19,65,0,3,108,1,33,0,0,3
1605,2,32,34,1,0,38,1,10,0,0,4
1606,2,53,51,0,31,245,4,0,0,0,1
1607,1,51,38,0,19,51,1,18,0,1,1
1608,1,35,34,0,7,78,4,10,0,1,1
1609,1,3,31,1,4,23,4,4,0,0,5
1610,1,22,48,0,7,88,4,12,0,0,1
1611,3,17,21,1,0,25,2,1,0,1,3
1612,2,68,39,0,20,73,2,16,0,1,1
1613,2,27,41,1,7,62,4,15,0,1,2
1614,3,68,52,1,8,456,3,30,0,1,4
1615,3,56,42,1,10,24,2,5,0,0,2
1616,3,11,32,0,8,23,2,0,0,1,1
1617,3,5,47,0,7,46,1,6,0,1,1
1618,3,16,50,0,5,263,2,29,0,1,3
1619,2,59,30,0,2,34,4,2,0,1,1
1620,1,60,64,0,14,33,2,13,1,0,1
1621,3,55,47,0,11,37,1,11,0,0,1
1622,1,18,56,0,22,296,2,25,0,0,1
1623,2,16,22,0,0,26,3,0,0,1,3
1624,1,35,57,1,32,47,4,12,0,0,2
1625,3,31,23,1,1,31,3,1,0,1,2
1626,2,20,49,1,5,264,2,29,0,1,2
1627,2,16,27,0,5,41,4,2,0,1,1
1628,2,69,48,1,27,55,2,4,0,0,2
1629,3,69,66,1,31,49,2,15,0,0,2
1630,2,27,24,1,3,26,1,7,0,1,4
1631,3,48,39,0,20,110,4,9,0,0,1
1632,1,18,52,1,20,66,1,19,0,1,2
1633,2,24,40,1,4,39,3,5,0,1,2
1634,2,17,42,0,6,31,2,2,0,0,1
1635,2,9,24,1,3,26,4,1,0,1,3
1636,2,15,46,0,5,232,4,15,0,1,2
1637,1,62,37,1,10,43,4,1,0,1,3
1638,1,9,41,0,12,39,4,3,0,0,1
1639,2,71,41,1,10,73,2,23,0,1,2
1640,2,62,59,1,37,74,1,20,0,0,2
1641,2,20,38,0,19,237,4,13,0,0,1
1642,1,19,33,1,11,22,1,3,0,0,5
1643,2,49,61,1,28,21,1,8,0,0,2
1644,3,3,64,0,3,9,2,6,1,0,1
1645,1,33,36,0,2,41,5,10,0,0,1
1646,2,38,44,0,1,50,4,7,0,1,1
1647,3,42,48,1,14,27,3,5,0,1,3
1648,1,11,26,0,2,53,3,3,0,0,1
1649,3,27,28,1,0,58,3,0,0,0,2
1650,3,23,50,0,1,151,4,8,0,1,1
1651,2,4,38,1,13,54,2,4,0,0,2
1652,3,36,42,0,5,31,1,4,0,1,1
1653,2,37,42,0,10,115,1,22,0,1,1
1654,3,24,58,1,30,24,1,5,0,0,2
1655,3,4,24,0,1,17,2,2,0,0,3
1656,3,54,33,0,5,47,2,13,0,1,2
1657,3,7,49,0,8,36,1,0,0,1,1
1658,1,10,28,0,9,75,4,1,0,0,1
1659,3,24,35,1,10,41,5,6,0,1,2
1660,3,12,31,0,8,18,4,4,0,0,1
1661,2,45,54,0,25,171,3,33,0,1,1
1662,3,59,55,1,29,42,3,21,0,1,2
1663,1,3,21,1,1,36,3,0,0,1,4
1664,3,8,35,0,6,31,5,7,0,0,1
1665,1,16,59,0,5,207,2,37,0,1,2
1666,3,32,33,0,1,38,1,12,0,1,1
1667,1,8,49,0,14,134,4,9,0,1,1
1668,1,9,28,1,8,28,3,4,0,0,3
1669,2,12,19,1,0,15,2,0,0,1,4
1670,2,24,43,1,15,48,4,4,0,0,6
1671,3,72,75,0,48,14,2,6,1,1,1
1672,3,58,61,0,42,101,4,18,0,1,1
1673,1,70,44,1,24,87,2,18,0,0,3
1674,3,9,25,0,3,27,1,4,0,1,1
1675,1,49,25,0,1,27,5,0,0,1,1
1676,3,52,54,0,7,59,3,22,0,0,1
1677,1,10,42,1,10,294,4,9,0,1,6
1678,1,14,52,1,2,44,3,5,0,0,2
1679,1,19,27,1,3,35,2,4,0,0,6
1680,3,12,36,1,4,205,4,10,0,1,4
1681,1,65,59,0,27,732,3,31,0,1,1
1682,1,67,40,1,14,59,3,11,0,0,2
1683,2,29,24,1,3,23,1,7,0,0,2
1684,3,55,46,0,8,87,2,19,0,1,1
1685,3,71,67,1,25,110,1,23,0,1,2
1686,3,5,44,1,2,83,3,14,0,1,3
1687,3,60,58,0,0,63,4,21,0,1,3
1688,2,10,40,0,6,22,3,6,0,1,1
1689,3,52,64,0,44,43,3,7,0,0,1
1690,2,61,43,1,22,35,2,11,0,0,3
1691,1,61,29,1,5,48,2,11,0,0,4
1692,2,67,47,1,19,69,3,12,0,0,3
1693,3,41,42,1,12,26,4,5,0,0,4
1694,1,30,28,0,1,20,1,8,0,1,1
1695,1,24,46,0,12,43,2,6,0,0,1
1696,1,72,75,0,37,33,1,44,1,1,1
1697,2,17,35,0,7,66,2,11,0,0,1
1698,2,65,72,0,46,12,2,0,1,0,1
1699,1,15,30,1,8,90,2,11,0,0,5
1700,1,34,33,0,8,35,3,2,0,1,1
1701,1,26,43,0,23,51,5,4,0,1,1
1702,2,36,45,0,22,117,3,15,0,1,1
1703,1,60,48,0,29,100,2,26,0,1,1
1704,1,16,54,0,20,147,1,29,0,0,4
1705,2,1,33,0,5,53,4,6,0,1,1
1706,3,56,30,1,9,57,5,2,0,0,4
1707,2,6,50,0,5,37,2,0,0,0,1
1708,2,48,34,0,7,42,3,2,0,1,1
1709,2,34,36,1,17,50,1,4,0,0,2
1710,2,54,42,1,0,55,4,2,0,0,5
1711,3,38,31,1,2,42,2,7,0,1,4
1712,2,25,55,0,15,37,1,7,0,1,1
1713,1,47,69,1,17,228,3,39,0,1,4
1714,1,72,62,1,35,163,5,31,0,0,2
1715,2,6,35,1,6,28,4,3,0,1,3
1716,1,30,51,1,9,118,5,21,0,1,2
1717,1,65,70,1,9,115,2,39,1,1,2
1718,1,22,44,1,19,37,4,1,0,0,2
1719,1,60,53,0,32,93,1,28,0,0,1
1720,2,19,32,0,12,71,4,5,0,1,1
1721,3,18,25,0,4,26,2,7,0,1,3
1722,1,9,37,1,10,14,4,5,0,1,6
1723,1,1,34,1,6,18,1,0,0,1,2
1724,3,10,28,1,2,36,4,0,0,1,3
1725,3,45,34,1,14,43,4,0,0,0,4
1726,1,25,28,1,6,41,4,4,0,1,4
1727,3,66,39,0,1,66,2,15,0,1,1
1728,1,27,67,0,1,33,4,19,1,1,1
1729,1,19,41,0,5,53,4,6,0,0,1
1730,2,17,41,1,9,28,4,3,0,0,6
1731,2,16,36,0,13,58,4,4,0,0,1
1732,1,8,42,1,2,129,4,17,0,1,3
1733,1,3,25,0,0,65,4,0,0,1,1
1734,3,59,57,0,26,311,3,36,0,1,1
1735,2,45,37,0,2,57,3,14,0,1,1
1736,1,66,62,0,31,47,2,4,0,1,1
1737,3,28,50,1,7,25,1,3,0,0,2
1738,1,15,38,1,11,46,5,11,0,0,3
1739,3,39,34,1,10,51,3,13,0,1,4
1740,3,38,33,0,4,19,2,5,0,1,2
1741,3,34,29,0,5,26,3,4,0,1,2
1742,3,60,57,1,18,72,5,30,1,0,2
1743,3,72,65,1,33,71,1,41,1,1,4
1744,1,42,42,1,9,41,2,13,0,0,8
1745,3,32,37,0,9,44,2,7,0,0,1
1746,3,48,50,1,4,208,4,19,0,1,2
1747,3,63,37,1,1,45,4,9,0,1,6
1748,3,45,27,1,3,39,3,2,0,0,4
1749,2,68,42,0,16,89,4,12,0,0,1
1750,1,6,29,1,4,19,2,5,0,1,2
1751,1,68,57,1,33,15,2,0,0,1,2
1752,3,72,68,1,26,59,2,36,1,1,2
1753,3,53,38,1,15,20,3,6,0,1,4
1754,3,20,51,1,11,27,4,6,0,0,3
1755,2,70,35,1,4,48,2,9,0,0,3
1756,3,32,47,0,25,135,2,6,0,1,1
1757,2,61,52,1,23,19,1,0,0,0,2
1758,1,24,25,1,3,28,4,0,0,0,3
1759,2,56,61,1,14,12,1,16,1,1,2
1760,3,54,59,0,28,28,2,15,0,0,1
1761,3,43,38,1,7,18,3,8,0,1,3
1762,1,19,35,0,7,58,3,5,0,1,1
1763,3,5,43,0,16,72,3,17,0,1,1
1764,1,24,61,1,6,112,4,3,0,1,4
1765,3,62,35,1,2,28,2,8,0,1,2
1766,2,14,40,0,13,398,5,11,0,1,1
1767,3,60,48,1,22,106,3,21,0,1,3
1768,2,30,74,1,12,10,1,3,1,1,2
1769,1,40,42,1,16,108,3,17,0,0,4
1770,2,42,50,1,17,85,2,15,0,1,4
1771,1,20,34,0,14,51,3,9,0,1,1
1772,1,4,22,1,1,22,2,2,0,1,3
1773,2,44,49,1,2,66,2,8,0,1,4
1774,3,49,63,0,18,10,2,2,1,0,1
1775,3,5,36,1,2,34,1,4,0,1,2
1776,3,70,50,1,29,67,1,22,0,0,4
1777,1,30,57,1,16,19,1,1,0,0,4
1778,2,28,48,0,20,128,4,4,0,1,1
1779,1,5,28,1,3,39,5,1,0,0,6
1780,2,27,35,0,12,56,1,3,0,1,1
1781,2,17,39,0,12,45,4,10,0,1,1
1782,1,4,37,1,8,25,1,1,0,1,5
1783,1,30,23,1,0,24,2,1,0,1,4
1784,3,71,40,1,19,53,4,14,0,1,2
1785,3,67,77,0,55,49,1,45,1,1,1
1786,3,24,48,1,3,38,1,16,0,1,2
1787,1,24,54,1,7,84,3,10,0,1,2
1788,2,59,54,0,32,126,1,22,0,1,1
1789,3,59,32,0,9,73,4,5,0,0,1
1790,3,44,37,1,1,41,4,8,0,1,6
1791,1,19,31,1,0,22,4,2,0,0,3
1792,2,58,46,1,23,23,1,2,0,1,2
1793,1,41,53,1,22,94,2,25,0,0,2
1794,2,16,33,0,1,30,3,7,0,0,4
1795,3,13,36,0,11,31,2,0,0,0,1
1796,1,60,53,0,22,171,1,37,0,1,1
1797,2,72,49,1,23,102,1,27,0,1,6
1798,2,33,39,0,17,27,4,3,0,1,1
1799,2,72,45,1,25,98,4,20,0,1,2
1800,1,66,54,1,8,591,4,25,0,1,2
1801,3,53,37,1,7,25,1,2,0,1,6
1802,2,22,28,1,0,36,4,0,0,0,4
1803,2,14,26,1,1,25,2,0,0,1,3
1804,1,52,49,0,18,69,2,13,0,1,2
1805,3,33,30,1,5,22,1,0,0,0,2
1806,3,72,66,0,26,67,2,37,1,1,1
1807,1,40,40,1,3,73,4,12,0,1,4
1808,2,29,26,0,1,22,4,2,0,1,1
1809,3,63,67,0,22,9,2,12,1,0,1
1810,2,56,54,0,25,147,3,31,0,1,1
1811,3,60,50,1,26,239,2,19,0,1,2
1812,3,28,22,1,3,23,3,1,0,0,5
1813,2,39,39,0,19,29,4,6,0,0,1
1814,3,65,39,1,18,32,2,15,0,0,4
1815,3,29,31,0,7,30,3,7,0,1,1
1816,3,28,36,0,8,57,2,13,0,1,2
1817,1,2,18,0,0,20,2,0,0,0,1
1818,3,67,52,0,13,248,2,20,0,1,3
1819,3,5,35,1,9,59,3,8,0,1,5
1820,3,48,35,0,10,24,2,6,0,0,1
1821,2,10,26,1,4,25,1,4,0,1,3
1822,2,17,28,0,3,37,3,2,0,1,1
1823,1,21,24,1,0,30,4,0,0,1,5
1824,2,25,51,0,9,66,4,13,0,0,2
1825,3,44,31,0,8,16,1,3,0,0,1
1826,2,59,49,0,28,429,4,23,0,1,2
1827,2,11,26,0,7,20,2,4,0,0,1
1828,2,50,68,1,32,262,3,28,0,0,2
1829,3,23,25,1,2,28,3,1,0,1,5
1830,1,17,19,0,0,18,2,0,0,1,2
1831,1,15,62,1,3,144,3,21,0,0,2
1832,2,68,57,1,38,33,1,9,0,1,2
1833,1,69,42,1,23,19,3,0,0,1,2
1834,1,30,24,1,3,30,1,7,0,1,5
1835,3,22,30,0,8,41,2,8,0,0,1
1836,2,10,20,1,1,20,2,0,0,1,4
1837,1,72,59,1,12,65,3,21,0,1,6
1838,2,34,24,1,5,17,4,0,0,1,2
1839,2,43,49,1,18,66,1,22,0,0,4
1840,3,31,37,1,15,18,4,5,0,0,3
1841,2,6,27,1,5,26,4,2,0,0,5
1842,2,48,42,0,21,46,4,4,0,0,1
1843,2,50,25,0,6,19,1,5,0,0,3
1844,3,20,41,1,19,58,2,6,0,1,2
1845,3,61,73,0,10,25,1,21,1,0,1
1846,2,6,21,0,0,15,2,1,0,1,1
1847,2,1,22,0,2,35,2,2,0,0,1
1848,1,21,43,0,13,41,2,1,0,1,1
1849,3,7,32,0,1,71,4,3,0,0,2
1850,3,65,56,1,19,608,3,34,0,1,2
1851,1,64,37,0,10,44,4,9,0,1,1
1852,3,4,30,0,0,41,2,0,0,0,2
1853,1,67,45,1,22,83,3,11,0,1,2
1854,2,22,35,0,12,28,2,3,0,0,2
1855,3,51,37,1,17,101,2,10,0,1,2
1856,1,50,28,0,6,28,1,10,0,1,1
1857,1,31,47,1,18,35,2,0,0,0,2
1858,3,4,28,0,0,39,2,3,0,1,1
1859,3,60,56,0,19,51,4,11,0,0,1
1860,3,7,31,1,12,31,2,7,0,1,6
1861,3,20,40,0,2,209,4,15,0,1,1
1862,2,19,23,1,4,37,3,1,0,1,4
1863,3,58,37,1,5,64,4,8,0,1,2
1864,3,65,64,0,20,88,3,26,0,1,1
1865,3,72,61,1,34,61,1,8,0,0,3
1866,3,8,42,0,3,66,3,10,0,0,1
1867,2,33,40,1,14,19,3,5,0,0,2
1868,3,18,34,1,4,42,2,14,0,1,5
1869,2,24,31,1,6,41,2,13,0,0,5
1870,3,70,36,0,8,50,1,15,0,1,1
1871,1,7,38,0,4,70,4,4,0,0,1
1872,3,70,59,0,27,85,1,19,0,1,1
1873,2,20,48,1,21,45,3,2,0,1,2
1874,3,54,32,1,12,27,1,9,0,0,2
1875,3,36,48,0,28,29,1,2,0,0,1
1876,3,71,53,1,29,48,4,0,0,1,2
1877,1,17,41,0,4,32,2,3,0,0,1
1878,1,18,45,1,17,43,1,9,0,0,3
1879,1,16,27,0,8,16,5,0,0,1,1
1880,3,38,30,1,6,22,2,3,0,1,2
1881,1,52,45,1,19,40,3,9,0,1,3
1882,1,46,48,1,12,256,3,25,0,0,6
1883,2,31,46,0,23,144,4,13,0,0,1
1884,2,23,31,0,10,45,4,0,0,0,2
1885,2,38,56,1,34,34,2,0,0,1,3
1886,2,50,54,0,15,248,3,28,0,1,1
1887,2,16,49,0,17,41,2,5,0,0,1
1888,2,14,34,1,4,27,4,1,0,1,2
1889,2,30,52,0,23,17,3,3,0,1,1
1890,3,22,47,1,0,44,4,11,0,1,3
1891,1,38,55,1,12,135,2,24,0,0,4
1892,3,59,26,1,3,41,4,1,0,1,3
1893,2,54,55,0,1,587,3,33,0,0,1
1894,3,9,40,0,13,38,4,7,0,1,1
1895,1,67,67,1,38,49,2,10,0,1,2
1896,2,24,44,0,19,33,3,0,0,1,2
1897,2,12,55,1,13,36,1,5,0,1,2
1898,1,26,47,0,13,54,3,0,0,0,1
1899,2,3,32,0,4,58,2,11,0,0,4
1900,2,20,46,0,2,23,5,4,0,1,2
1901,3,5,52,1,0,97,5,9,0,0,2
1902,3,58,53,0,19,207,3,12,0,1,1
1903,1,54,28,1,2,21,3,3,0,0,4
1904,2,52,39,0,6,119,3,18,0,1,1
1905,2,38,30,1,10,25,1,5,0,1,4
1906,2,19,46,0,5,59,3,17,0,0,1
1907,2,22,33,1,2,24,1,3,0,0,4
1908,1,49,35,1,15,113,4,4,0,0,5
1909,3,5,39,0,0,22,1,0,0,1,2
1910,2,18,69,0,28,11,1,17,1,0,1
1911,3,43,29,0,4,33,1,13,0,1,4
1912,3,17,50,0,2,205,5,19,0,0,1
1913,2,37,33,0,4,41,3,8,0,1,3
1914,2,8,39,0,0,39,1,7,0,1,1
1915,2,51,46,1,8,107,2,21,0,1,6
1916,1,71,55,1,11,198,1,31,0,1,3
1917,1,56,53,1,23,100,5,14,0,1,2
1918,3,70,68,0,21,1131,2,45,0,0,1
1919,1,62,53,0,14,360,3,26,0,1,2
1920,1,50,52,1,22,162,2,27,0,1,2
1921,3,1,31,0,3,29,5,2,0,1,3
1922,3,15,26,0,1,38,4,1,0,0,2
1923,3,72,55,1,24,82,3,25,0,1,2
1924,2,69,47,1,10,159,2,24,0,0,4
1925,2,32,44,0,10,201,2,24,0,0,1
1926,1,19,25,1,6,27,4,0,0,1,2
1927,2,42,54,0,19,57,3,10,0,1,1
1928,3,51,49,0,29,45,1,16,0,0,1
1929,2,32,22,1,2,17,2,2,0,1,4
1930,3,26,55,1,13,61,1,26,0,0,2
1931,2,39,44,1,14,418,4,18,0,0,2
1932,2,72,53,0,12,152,2,32,0,1,1
1933,2,4,39,0,11,38,4,1,0,0,2
1934,2,54,50,1,5,151,4,20,0,0,3
1935,1,34,40,1,21,23,4,9,0,1,3
1936,1,20,25,1,4,33,4,0,0,1,3
1937,3,14,49,0,4,26,1,8,0,0,1
1938,1,61,59,0,26,89,1,40,1,1,1
1939,2,4,24,0,2,25,4,0,0,0,1
1940,3,16,48,0,25,59,2,13,0,0,2
1941,1,13,41,0,9,55,2,12,0,1,3
1942,2,53,37,1,18,25,3,6,0,1,2
1943,2,58,36,1,13,39,2,8,0,1,7
1944,2,25,38,1,19,56,1,19,0,1,2
1945,1,71,61,1,19,155,3,30,0,0,2
1946,1,22,33,1,13,119,5,0,0,1,4
1947,1,46,48,1,15,64,3,20,0,0,2
1948,3,66,50,1,2,333,5,24,0,0,2
1949,1,69,58,1,29,26,2,7,0,1,3
1950,2,38,49,1,3,33,4,11,0,0,4
1951,3,16,35,0,7,46,3,3,0,0,1
1952,3,44,39,1,8,41,2,8,0,0,4
1953,1,50,50,0,24,31,1,8,0,0,1
1954,3,10,23,0,1,29,4,0,0,1,1
1955,2,7,41,0,6,94,2,16,0,0,1
1956,3,71,48,0,25,288,3,19,0,0,1
1957,3,16,39,1,5,31,1,4,0,1,5
1958,3,6,20,0,0,25,2,0,0,1,2
1959,2,46,55,0,24,269,2,35,0,0,1
1960,3,51,49,1,13,203,3,27,0,0,4
1961,3,5,34,0,12,22,2,2,0,0,2
1962,2,49,54,1,23,25,2,1,0,1,4
1963,3,49,51,1,14,222,5,16,0,0,2
1964,1,26,30,1,4,76,3,7,0,0,2
1965,3,22,39,0,4,55,2,17,0,1,1
1966,3,51,45,1,4,46,3,6,0,0,2
1967,1,19,27,1,7,56,4,1,0,0,4
1968,1,9,36,0,1,79,3,11,0,1,5
1969,3,15,25,1,0,51,3,2,0,1,2
1970,2,57,63,0,19,61,1,27,0,0,1
1971,3,48,45,0,15,41,1,10,0,1,2
1972,2,9,53,1,20,50,2,13,0,1,2
1973,1,61,52,0,21,82,1,18,0,0,1
1974,3,72,53,0,34,108,1,23,0,0,1
1975,3,57,60,0,20,14,2,27,1,1,1
1976,2,57,51,0,10,46,1,13,0,0,1
1977,1,37,60,1,0,46,1,20,0,0,3
1978,3,45,51,0,13,146,4,16,0,0,2
1979,3,45,39,1,15,36,1,11,0,1,5
1980,2,55,44,0,24,83,1,23,0,1,1
1981,2,24,27,0,2,17,3,3,0,0,5
1982,3,1,20,0,1,18,3,0,0,0,1
1983,2,34,23,1,3,24,1,7,0,1,4
1984,3,14,37,1,5,48,3,1,0,1,4
1985,3,6,32,0,10,47,1,10,0,0,1
1986,3,24,30,0,0,25,4,5,0,0,2
1987,2,3,26,1,6,59,4,0,0,1,3
1988,1,4,30,0,1,45,4,6,0,0,3
1989,1,72,40,1,19,163,4,15,0,0,2
1990,1,44,56,0,4,63,2,6,0,1,1
1991,1,50,43,0,6,27,3,4,0,0,1
1992,2,61,50,1,16,190,2,22,0,1,2
1993,1,34,52,1,2,106,2,19,0,0,2
1994,3,26,54,1,30,26,3,1,0,1,2
1995,1,15,46,1,17,63,5,1,0,0,2
1996,3,10,39,0,0,27,3,0,0,1,3
1997,1,7,34,0,2,22,5,5,0,1,1
1998,3,67,59,0,40,944,5,33,0,1,1
1999,3,70,49,0,18,87,2,22,0,1,1
