CustID,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
1172,1,0,1,0,4.35,13,0,8,0,59.15,220.95,0,135,0,0,0,0,0,1,1,0,0,0,1.47,2.56,,2.08,,3.71,1,0
1173,1,1,1,1,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,1,1,1,1,1,1,1,1,1,2.65,4.26,4.3,3.66,4.13,5.12,4,0
1174,0,1,0,0,4.65,0,28.35,0,0,35.45,0,166.5,0,0,0,0,0,1,0,0,0,0,1,1.54,,3.34,,,3.37,1,1
1175,0,0,1,0,24.3,0,0,17.25,0,1642.35,0,0,1110,0,1,0,0,0,0,0,0,0,0,3.19,,,2.85,,5.12,2,0
1176,1,0,0,0,4.45,13.5,0,0,0,43.7,109.5,0,0,0,0,0,1,1,0,0,0,1,0,1.49,2.6,,,,3.37,1,1
1177,0,0,1,0,15,0,0,39.25,0,960.95,0,0,2360,0,0,0,0,0,1,0,0,1,0,2.71,,,3.67,,4.64,3,0
1178,1,1,1,1,9.35,20.25,51.35,6,36,311.85,850.65,2099.55,270,1503.65,1,1,1,1,0,1,1,0,0,2.24,3.01,3.94,1.79,3.58,3.83,4,1
1179,1,1,1,1,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,0,0,1,1,1,1,1,1,1,2.4,2.86,3.71,1.79,3.47,3.83,4,0
1180,0,1,0,0,2.9,0,19.9,0,0,12.05,0,40.15,0,0,0,0,0,0,0,0,0,0,0,1.06,,2.99,,,3.93,1,1
1181,1,1,1,1,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,1,1,1,1,1,1,1,1,1,2.65,3.42,4.16,3.45,4.2,4.17,4,0
1182,1,0,1,0,3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,0,0,0,0,1,1,0,0,0,1.15,2.58,,3.42,,3.87,1,0
1183,0,1,0,0,7.1,0,23.4,0,0,125.05,0,484.1,0,0,1,0,0,1,0,0,0,0,0,1.96,,3.15,,,3.83,2,0
1184,0,1,1,0,14.85,0,37,11,0,808.95,0,2012.6,535,0,1,0,0,1,0,0,0,0,1,2.7,,3.61,2.4,,3.76,2,0
1185,0,0,1,0,17.45,0,0,14.75,0,1249.8,0,0,1100,0,1,0,0,0,0,0,0,0,0,2.86,,,2.69,,4.7,2,0
1186,0,0,0,0,4.25,0,0,0,0,97.35,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45,,,,,3.47,1,0
1187,0,0,0,0,4.65,0,0,0,0,57.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1.54,,,,,2.89,1,0
1188,0,1,1,1,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,1,1,1,1,0,0,0,0,1,2.67,,3.58,3.14,3.21,3.26,2,1
1189,1,0,1,1,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,1,1,0,0,1,1,1,1,0,2.71,3.69,,2.86,3.81,3.53,3,0
1190,1,1,0,0,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,1,0,0,1,1,1,1,0,0,2.01,3.41,3.52,,,4.04,3,1
1191,0,0,1,0,10.6,0,0,17,0,565.55,0,0,930,0,0,0,0,0,0,0,0,0,0,2.36,,,2.83,,3.04,1,0
1192,1,1,1,1,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,0,1,1,1,0,1,1,1,1,1.62,2.92,3.71,2.53,3.36,3.64,4,0
1193,0,1,1,0,7.9,0,25.2,5,0,98.35,0,311.65,40,0,1,0,0,1,0,0,0,0,0,2.07,,3.23,1.61,,2.94,2,1
1194,1,0,1,0,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,1,1,0,0,0,1,0,1,0,3.59,3.32,,3.65,,3.69,3,0
1195,1,1,1,1,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,1,1,1,1,1,1,1,1,1,1.85,3.31,3.99,2.46,4.14,4.06,4,0
1196,0,0,0,0,7.45,0,0,0,0,132.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,,,,,4.55,1,1
1197,0,1,0,0,9.25,0,22.7,0,0,202.8,0,428.7,0,0,0,0,0,0,0,0,0,0,0,2.22,,3.12,,,4.74,1,0
1198,1,0,1,0,21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,1,0,0,0,1,1,1,1,0,3.05,3.18,,2.67,,4.85,3,0
1199,0,0,0,0,2.8,0,0,0,0,16.85,0,0,0,0,0,0,0,1,0,0,0,0,1,1.03,,,,,3.5,1,0
1200,0,1,1,0,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,1,1,1,1,0,0,1,1,0,4.49,,3.84,2.93,,6.13,4,0
1201,0,0,1,0,7.7,0,0,9.5,0,271.55,0,0,330,0,0,0,0,0,0,0,0,0,0,2.04,,,2.25,,5.41,1,0
1202,1,0,1,1,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,0,0,1,1,1,1,1,1,0,1.49,3.27,,2.28,3.58,4.8,4,0
1203,0,1,0,0,7,0,35.55,0,0,394.6,0,2182.4,0,0,1,0,0,1,0,1,0,1,0,1.95,,3.57,,,3.14,2,0
1204,0,0,1,0,12.7,0,0,7,0,782.45,0,0,435,0,1,0,0,0,0,0,0,0,0,2.54,,,1.95,,5.25,2,0
1205,1,0,1,1,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,0,1,1,0,1,1,1,1,0,2.54,3.06,,3.53,3.87,5.23,4,1
1206,0,0,0,0,4.6,0,0,0,0,138.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,,,,,4.78,1,0
1207,0,0,1,0,99.95,0,0,12.5,0,7257.6,0,0,875,0,1,0,0,0,0,1,0,1,0,4.6,,,2.53,,3.78,3,0
1208,1,1,1,1,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,1,1,1,1,1,1,1,1,1,2.01,2.55,3.88,2.01,3.68,2.71,4,1
1209,1,0,1,1,49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,1,1,0,0,1,1,1,1,0,3.9,3.49,,3.89,4.1,6.51,3,0
1210,1,0,1,0,13.1,18.25,0,18.75,0,757.8,945.15,0,920,0,1,0,0,0,1,1,1,1,0,2.57,2.9,,2.93,,3.5,3,0
1211,0,0,0,0,4.1,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,,,,,5.52,1,0
1212,0,1,0,0,2.15,0,20.75,0,0,6,0,53.1,0,0,0,0,0,0,0,0,0,0,1,0.77,,3.03,,,4.16,1,1
1213,0,0,1,0,10.4,0,0,12.5,0,403.5,0,0,480,0,0,0,0,0,0,0,0,0,1,2.34,,,2.53,,3.26,1,1
1214,0,0,0,0,3.7,0,0,0,0,91.95,0,0,0,0,1,0,0,1,0,0,1,1,1,1.31,,,,,3.14,2,0
1215,0,0,1,0,14.25,0,0,21,0,611.65,0,0,985,0,1,0,0,0,0,0,0,0,0,2.66,,,3.04,,3.95,2,0
1216,0,0,1,0,26.25,0,0,74,0,1625.35,0,0,4590,0,0,0,0,0,0,0,0,0,0,3.27,,,4.3,,5.3,1,0
1217,0,0,1,0,6.9,0,0,14,0,177.4,0,0,340,0,0,0,0,0,1,1,1,0,0,1.93,,,2.64,,3.33,3,0
1218,1,1,0,0,6.95,25,36.7,0,0,157.1,562.2,829.1,0,0,1,1,0,1,0,1,1,0,1,1.94,3.22,3.6,,,2.94,4,1
1219,1,1,1,1,54.8,67.25,51.35,69.5,55.5,3983.6,4905.85,3761.8,4975,4097.7,1,1,1,1,1,1,1,1,0,4,4.21,3.94,4.24,4.02,4.33,4,0
1220,0,1,0,1,7.75,0,29.3,0,26.15,397.15,0,1638.2,0,1340.75,0,0,0,0,0,0,0,0,1,2.05,,3.38,,3.26,4.25,1,0
1221,0,0,1,0,4.25,0,0,13.25,0,28.65,0,0,75,0,0,0,0,0,1,0,1,1,0,1.45,,,2.58,,3.53,3,0
1222,1,1,0,0,2.7,13,24,0,0,7,35.65,55.9,0,0,1,1,1,0,0,0,1,0,1,0.99,2.56,3.18,,,3.53,4,0
1223,0,0,0,0,6.85,0,0,0,0,258.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.92,,,,,5.15,1,0
1224,1,0,1,0,12.55,23.5,0,10.25,0,439.55,876.05,0,350,0,0,0,0,0,1,1,1,1,0,2.53,3.16,,2.33,,3.87,3,0
1225,0,0,0,0,1.35,0,0,0,0,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,,3.81,1,1
1226,1,0,1,1,15.3,28.5,0,16,32.55,732.35,1352.1,0,790,1559.1,1,1,1,0,1,1,1,1,0,2.73,3.35,,2.77,3.48,4.28,4,1
1227,1,1,1,1,9.1,40.75,48.4,16,50.6,422.7,1802.5,1976.65,675,2244.8,0,1,1,1,1,1,1,1,0,2.21,3.71,3.88,2.77,3.92,4.01,4,0
1228,1,1,1,1,4.5,17,36.2,19.25,33.4,89.1,386.8,772.3,395,653.9,0,0,0,1,0,1,1,0,0,1.5,2.83,3.59,2.96,3.51,3.69,1,0
1229,1,0,1,1,6.1,18.75,0,24.25,22.8,35.1,131.1,0,125,121.75,0,1,0,1,1,1,1,1,0,1.81,2.93,,3.19,3.13,3.26,3,1
1230,1,0,1,0,33.95,87,0,33.5,0,2338.8,5916,0,2180,0,1,0,0,0,1,1,1,1,0,3.52,4.47,,3.51,,4.56,3,0
1231,1,0,1,0,11.05,22.25,0,18.75,0,246.7,504.4,0,370,0,0,0,0,0,1,1,1,1,0,2.4,3.1,,2.93,,3.99,3,0
1232,1,0,1,0,8.1,29.5,0,28.5,0,224.25,774.75,0,730,0,0,0,0,0,1,1,1,1,0,2.09,3.38,,3.35,,3.85,3,0
1233,0,0,1,0,32.2,0,0,82.25,0,2237.35,0,0,5520,0,1,0,0,0,0,0,0,0,0,3.47,,,4.41,,4.96,2,0
1234,0,0,0,0,3.8,0,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1.34,,,,,4.04,1,0
1235,1,1,1,1,13.3,31,62.35,10,96.25,867.9,1944.45,3778.75,640,6132.2,1,1,1,1,1,1,1,1,1,2.59,3.43,4.13,2.3,4.57,3,4,0
1236,0,0,1,0,7.7,0,0,9.25,0,363.95,0,0,465,0,1,0,0,0,0,0,1,0,0,2.04,,,2.22,,3.61,2,0
1237,1,0,1,1,11.95,55,0,48,85.85,616.25,2662.1,0,2330,4118.6,1,1,1,0,1,1,1,1,1,2.48,4.01,,3.87,4.45,3.58,4,0
1238,0,1,1,0,13.9,0,33.3,16.5,0,505.55,0,1213.5,600,0,0,0,1,0,1,1,1,1,1,2.63,,3.51,2.8,,3.18,4,0
1239,0,0,0,0,5.25,0,0,0,0,70.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1.66,,,,,3.04,1,0
1240,1,0,1,1,18.9,59.75,0,20.25,59.15,856.3,2522.95,0,885,2525.1,1,1,1,0,1,1,1,1,0,2.94,4.09,,3.01,4.08,5.23,4,0
1241,0,0,1,0,8,0,0,13,0,317.9,0,0,530,0,0,0,0,0,0,0,0,0,0,2.08,,,2.56,,3.4,1,0
1242,1,0,1,1,35.15,34.75,0,21.5,50.7,2537.65,2557.75,0,1440,3571.45,1,1,0,0,1,1,1,1,1,3.56,3.55,,3.07,3.93,4.56,4,0
1243,1,0,1,0,18.6,52.75,0,24,0,1168.45,3257.7,0,1415,0,1,0,1,0,1,1,1,1,0,2.92,3.97,,3.18,,2.71,3,0
1244,0,0,0,0,7.6,0,0,0,0,334.45,0,0,0,0,1,0,0,1,0,0,1,1,0,2.03,,,,,3.22,2,1
1245,0,1,0,0,7.45,0,30.9,0,0,177.2,0,657.25,0,0,0,0,0,1,0,0,0,0,0,2.01,,3.43,,,3.89,1,0
1246,1,0,1,0,13.75,22.75,0,10.25,0,918,1447.4,0,610,0,1,1,0,0,1,0,1,1,0,2.62,3.12,,2.33,,3.64,3,1
1247,1,0,1,0,17.5,15.5,0,16.75,0,1114.45,1141.55,0,1010,0,1,0,0,0,0,0,0,0,0,2.86,2.74,,2.82,,3.37,2,0
1248,0,0,0,0,7.6,0,0,0,0,175.8,0,0,0,0,0,0,0,0,0,1,0,0,0,2.03,,,,,4.01,1,0
1249,1,0,1,0,5.15,14.5,0,24.75,0,163.05,494.55,0,775,0,0,0,0,0,0,0,1,1,0,1.64,2.67,,3.21,,4.16,1,0
1250,0,1,1,1,8.8,0,30.95,23,23.35,305.75,0,1019.15,730,665.35,1,1,0,0,0,0,0,0,0,2.17,,3.43,3.14,3.15,3.74,2,0
1251,0,1,0,0,3.9,0,23.8,0,0,4.6,0,26.45,0,0,0,0,0,1,0,0,0,0,1,1.36,,3.17,,,4.9,1,0
1252,1,0,1,0,9.3,25,0,17,0,459,1006.9,0,750,0,1,0,0,1,1,1,1,0,1,2.23,3.22,,2.83,,4.41,4,0
1253,0,1,0,1,11.05,0,36.3,0,30.15,555.85,0,1816.65,0,1525.15,1,1,0,1,1,0,0,0,1,2.4,,3.59,,3.41,5.03,2,1
1254,0,0,1,0,7.75,0,0,13,0,338.8,0,0,565,0,1,0,0,1,0,0,0,0,0,2.05,,,2.56,,4.97,2,0
1255,0,1,1,0,2.85,0,28.25,19.5,0,7.5,0,48,30,0,0,1,0,1,0,1,1,1,1,1.05,,3.34,2.97,,3.09,4,1
1256,0,0,0,0,21.3,0,0,0,0,788.25,0,0,0,0,0,0,0,0,0,1,1,0,0,3.06,,,,,3.56,3,0
1257,0,1,0,0,4.05,0,31.45,0,0,71.5,0,858.15,0,0,1,1,0,1,0,0,1,0,1,1.4,,3.45,,,4.41,2,1
1258,0,0,1,0,10.9,0,0,41,0,470.9,0,0,1635,0,0,0,0,0,0,0,0,0,0,2.39,,,3.71,,4.11,1,0
1259,0,1,1,1,16.3,0,33.35,10.25,37.9,646.7,0,1108.05,360,1330.6,1,0,1,1,1,1,0,0,1,2.79,,3.51,2.33,3.63,4.62,4,0
1260,1,1,0,1,4.15,15,46.05,0,41.85,30.8,96.6,271.75,0,235.55,1,1,1,1,1,1,1,0,1,1.42,2.71,3.83,,3.73,3.43,4,1
1261,1,0,1,0,14.2,27,0,30,0,1001.2,1840.65,0,2140,0,1,1,1,0,0,1,1,1,0,2.65,3.3,,3.4,,5.14,4,0
1262,0,0,1,0,6.05,0,0,5,0,121.7,0,0,90,0,0,0,0,1,0,1,0,1,1,1.8,,,1.61,,3.26,1,0
1263,1,0,1,0,13.65,29.25,0,22.75,0,831.15,1823.6,0,1310,0,1,0,0,0,1,1,1,1,1,2.61,3.38,,3.12,,4.44,3,0
1264,0,0,1,0,32.9,0,0,15,0,2234.9,0,0,1085,0,1,0,0,0,0,0,0,0,0,3.49,,,2.71,,5.21,2,0
1265,0,0,1,0,10.75,0,0,14.75,0,697.7,0,0,925,0,0,0,0,0,0,0,0,0,0,2.37,,,2.69,,4.2,1,0
1266,0,0,0,0,9.25,0,0,0,0,435.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.22,,,,,3.74,1,0
1267,1,0,1,0,2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,0,0,0,0,1,0,1,1,0,0.81,2.62,,2.42,,3.43,3,0
1268,1,0,0,0,12.5,23,0,0,0,710.8,1345.95,0,0,0,1,0,0,0,1,1,0,1,0,2.53,3.14,,,,4.56,3,0
1269,0,0,1,0,9.4,0,0,14.75,0,124.2,0,0,215,0,0,0,0,0,1,1,1,0,0,2.24,,,2.69,,3.18,3,0
1270,0,0,0,0,5.05,0,0,0,0,145.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1.62,,,,,3.97,1,0
1271,0,0,0,0,6.75,0,0,0,0,242.7,0,0,0,0,1,0,0,0,1,1,0,1,0,1.91,,,,,2.89,3,0
1272,0,1,1,1,27.15,0,42.7,17,41.15,1632.4,0,2583.85,1015,2521.05,1,0,1,1,1,0,0,0,1,3.3,,3.75,2.83,3.72,3.76,2,0
1273,1,1,1,1,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,1,1,1,1,1,1,1,1,1,3.31,3.08,3.95,3.01,3.87,4.64,4,0
1274,0,0,0,0,12.15,0,0,0,0,606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,,,,3.26,1,0
1275,1,0,1,0,4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,0,1,0,0,1,1,1,1,0,1.46,3.1,,2.62,,4.03,3,0
1276,1,0,1,0,42.9,17.25,0,17.5,0,2706.8,1094.1,0,1190,0,1,0,0,0,0,0,1,0,0,3.76,2.85,,2.86,,3.89,2,0
1277,0,0,1,0,8.5,0,0,8.5,0,298.25,0,0,260,0,1,0,0,0,0,1,0,0,0,2.14,,,2.14,,4.38,2,0
1278,1,0,1,0,28.9,39.25,0,84.75,0,1796.7,2442.75,0,5115,0,1,1,0,0,1,1,1,1,0,3.36,3.67,,4.44,,5.76,3,0
1279,0,0,0,0,12.9,0,0,0,0,589.35,0,0,0,0,1,0,0,0,0,1,1,0,0,2.56,,,,,3.56,3,0
1280,0,0,0,0,8.4,0,0,0,0,300.35,0,0,0,0,0,0,0,0,0,0,1,0,0,2.13,,,,,3.37,1,0
1281,1,1,1,1,11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,1,1,1,1,1,1,1,1,1,2.41,3.56,4.35,3,4.39,3.76,4,0
1282,0,1,1,1,5.75,0,51.75,36,36.7,285.4,0,2435.35,1810,1679.45,1,1,1,1,1,1,1,1,1,1.75,,3.95,3.58,3.6,4.38,4,1
1283,1,0,0,0,6.85,27.75,0,0,0,224.85,929.95,0,0,0,0,0,1,0,0,0,1,1,0,1.92,3.32,,,,3.4,3,1
1284,0,1,1,1,23.3,0,48.35,29.75,35.15,1384.45,0,2632.4,1730,1975.7,1,0,0,1,0,0,0,1,0,3.15,,3.88,3.39,3.56,2.2,2,0
1285,0,0,0,0,6.7,0,0,0,0,153.9,0,0,0,0,0,0,0,0,1,0,1,1,0,1.9,,,,,3.14,3,0
1286,1,0,1,1,8.65,21.25,0,6.5,19.65,210.6,567.55,0,145,493.85,0,0,0,1,1,0,1,1,0,2.16,3.06,,1.87,2.98,4.06,3,0
1287,1,0,1,1,12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,1,1,1,0,1,1,1,1,0,2.5,3.73,,2.93,4,3.95,4,0
1288,1,0,0,0,4.7,31,0,0,0,202.5,1135,0,0,0,0,0,0,0,1,1,1,1,0,1.55,3.43,,,,2.64,3,0
1289,1,0,1,0,9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,0,0,0,0,1,1,1,1,0,2.27,3.35,,2.42,,4.7,3,0
1290,1,1,1,0,15.5,19.25,29.6,31.5,0,719.7,905.15,1500.75,1495,0,1,0,0,0,0,1,0,0,0,2.74,2.96,3.39,3.45,,4.09,2,0
1291,1,1,1,0,3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,0,0,1,1,1,1,1,0,1,1.35,3.14,3.5,1.91,,4.81,4,0
1292,0,0,1,0,20.6,0,0,31.25,0,1547.45,0,0,2180,0,1,0,0,0,0,0,1,1,0,3.03,,,3.44,,2.71,3,0
1293,0,0,1,0,10.75,0,0,21.25,0,296.9,0,0,600,0,1,0,0,1,0,0,0,0,0,2.37,,,3.06,,3.85,2,1
1294,1,0,1,1,6.65,20.25,0,8,24.65,130.6,445.6,0,180,551.15,1,0,0,1,1,1,0,1,0,1.89,3.01,,2.08,3.2,4.93,3,0
1295,1,1,1,1,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,0,1,1,0,1,1,1,1,0,1.75,3.31,3.67,3.7,3.06,5.88,4,0
1296,1,1,1,1,11.5,26.25,40.7,12,48.3,610.35,1287.7,1943,530,2412.75,1,1,0,1,1,1,1,1,1,2.44,3.27,3.71,2.48,3.88,5.37,4,0
1297,1,0,0,0,6,27.5,0,0,0,167.65,722.5,0,0,0,0,0,0,0,1,0,0,1,0,1.79,3.31,,,,4.16,3,0
1298,0,0,1,0,16.15,0,0,15.75,0,531.35,0,0,480,0,0,1,0,0,0,0,0,0,1,2.78,,,2.76,,3.91,1,0
1299,1,0,1,1,6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,1,1,1,1,1,1,1,1,0,1.82,3.52,,3.39,3.8,4.48,4,0
1300,0,1,0,0,9.8,0,30.6,0,0,436.45,0,1222.3,0,0,1,0,0,0,0,0,0,0,0,2.28,,3.42,,,4.45,2,0
1301,1,0,1,0,21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,1,0,0,0,1,0,1,0,0,3.08,3.27,,2.48,,2.83,3,0
1302,0,1,0,0,6.45,0,29,0,0,114.3,0,449.95,0,0,0,0,0,1,1,1,1,0,1,1.86,,3.37,,,3.22,3,0
1303,0,1,0,0,8.35,0,22.95,0,0,248.6,0,584.9,0,0,1,0,0,0,0,0,0,0,1,2.12,,3.13,,,3.83,2,0
1304,0,0,1,0,12.75,0,0,38.5,0,782,0,0,2615,0,1,0,0,0,0,0,0,1,0,2.55,,,3.65,,5.89,2,0
1305,0,1,0,0,2.7,0,32.7,0,0,2.7,0,32.7,0,0,0,0,0,1,0,0,0,1,1,0.99,,3.49,,,2.89,1,1
1306,1,1,0,1,4.55,15.75,33,0,23.95,145.95,504.9,869.85,0,618.65,1,0,1,1,0,1,1,0,1,1.52,2.76,3.5,,3.18,2.64,4,1
1307,0,1,0,0,5.15,0,25.55,0,0,110.55,0,350.25,0,0,1,0,0,1,0,0,0,0,1,1.64,,3.24,,,3.53,2,1
1308,1,1,1,0,3.8,30,32.8,8.5,0,52.85,317.75,376.6,95,0,0,0,0,1,1,1,1,1,1,1.34,3.4,3.49,2.14,,2.2,3,0
1309,1,1,1,1,7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,1,1,1,0,1,1,1,1,0,1.95,3.2,3.76,3.16,3.43,3.66,4,1
1310,0,1,1,0,20.1,0,32.55,22.75,0,1251.4,0,1882.65,1415,0,0,0,0,0,0,0,0,0,0,3,,3.48,3.12,,2.89,1,0
1311,0,1,0,0,3.15,0,20.05,0,0,29.9,0,138.4,0,0,0,0,0,1,0,0,0,0,1,1.15,,3,,,3.22,1,1
1312,0,0,1,0,9.4,0,0,8.75,0,402.1,0,0,395,0,1,0,0,0,0,0,0,0,1,2.24,,,2.17,,3.83,2,1
1313,0,1,0,0,3.95,0,30.75,0,0,95.2,0,681.2,0,0,1,0,0,0,0,0,0,0,0,1.37,,3.43,,,4.54,2,1
1314,1,1,1,1,7.55,41,42.35,23.5,35.75,160.65,863.3,890.75,485,702.95,0,1,1,1,1,1,1,1,0,2.02,3.71,3.75,3.16,3.58,3.26,4,0
1315,1,0,1,1,3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,0,1,1,0,1,1,1,1,0,1.27,2.93,,3.38,3.33,5.81,4,0
1316,0,1,1,1,7.8,0,42.4,14,23.2,370.8,0,1675.7,535,945.3,0,0,0,1,0,0,1,1,1,2.05,,3.75,2.64,3.14,3.22,1,1
1317,0,0,1,0,8.7,0,0,23.75,0,103.4,0,0,240,0,0,1,0,1,1,0,1,0,0,2.16,,,3.17,,4.6,3,1
1318,0,1,0,0,1.05,0,15.4,0,0,1.05,0,15.4,0,0,0,0,0,0,0,0,0,0,1,0.05,,2.73,,,3.4,1,1
1319,1,1,0,1,4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,0,1,1,1,1,0,1,0,1,1.47,2.55,3.53,,3.07,3.56,4,1
1320,0,1,0,0,3.9,0,24.15,0,0,94.95,0,574.35,0,0,0,1,0,0,0,0,0,0,0,1.36,,3.18,,,3.93,1,1
1321,1,1,1,1,3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,1,1,1,1,1,1,1,1,1,1.25,3.22,3.78,3.2,3.32,3.89,4,1
1322,1,0,1,0,9.55,16.5,0,8.25,0,323.65,614.15,0,225,0,1,0,0,0,0,1,0,1,0,2.26,2.8,,2.11,,3.99,3,0
1323,0,1,0,0,4.3,0,32.1,0,0,17.55,0,121.55,0,0,1,0,0,1,0,0,0,0,1,1.46,,3.47,,,3.83,2,1
1324,1,1,1,1,5.5,16,42.65,3.75,41.3,189.05,543.15,1247.3,100,1269.1,0,1,1,1,1,0,0,1,1,1.7,2.77,3.75,1.32,3.72,4.51,4,1
1325,0,0,0,0,4.05,0,0,0,0,33.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4,,,,,3.14,1,0
1326,0,0,1,0,75.45,0,0,18.25,0,5464.6,0,0,1305,0,1,0,0,0,0,1,0,1,0,4.32,,,2.9,,5.84,3,0
1327,1,1,0,0,3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,0,0,0,1,0,0,0,0,1,1.1,2.76,3.44,,,3.81,1,1
1328,1,0,1,0,14.35,32.25,0,16.75,0,775.9,1749.4,0,845,0,1,0,0,0,1,1,1,1,0,2.66,3.47,,2.82,,3.97,3,0
1329,1,1,0,1,7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,1,0,1,1,1,0,1,1,1,2.05,3.6,3.66,,3.33,2.64,4,1
1330,0,1,0,0,14.05,0,25.1,0,0,187.4,0,303.6,0,0,0,0,0,1,0,1,0,0,0,2.64,,3.22,,,4.2,1,0
1331,0,1,1,0,9,0,30.45,17.5,0,150.7,0,649.1,370,0,0,0,1,0,0,0,1,0,1,2.2,,3.42,2.86,,3.89,1,0
1332,0,0,1,0,19.05,0,0,14,0,1174.6,0,0,900,0,0,0,0,0,0,0,0,0,0,2.95,,,2.64,,3.61,1,0
1333,1,0,1,0,9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,0,0,0,0,0,0,0,1,0,2.26,3.19,,2.42,,3.5,1,0
1334,0,1,1,1,4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,1,1,1,1,1,0,1,1,1,1.59,,3.8,1.83,3.72,3.83,4,0
1335,0,1,1,0,18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,1,0,0,0,0,0,0,0,1,2.94,,3.47,3.76,,4.53,2,0
1336,0,0,0,0,4.25,0,0,0,0,143.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,,,,,3.87,1,0
1337,1,0,1,0,7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,0,0,0,0,1,1,0,1,0,1.99,3.02,,2.01,,5.21,3,0
1338,0,0,1,0,5.4,0,0,8.5,0,120.4,0,0,205,0,0,0,0,0,0,0,0,0,0,1.69,,,2.14,,2.77,1,0
1339,1,0,1,0,6.65,9.75,0,8,0,35.2,44.8,0,30,0,0,0,0,0,0,0,0,0,0,1.89,2.28,,2.08,,2.4,1,0
1340,1,0,0,0,12.25,23.75,0,0,0,373.8,674.5,0,0,0,1,0,0,0,1,0,0,1,0,2.51,3.17,,,,3.74,3,0
1341,0,0,0,0,7.25,0,0,0,0,149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,,,,,4.2,1,0
1342,1,1,1,1,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,1,1,1,1,1,1,0,1,1,3.31,3.15,4.24,2.05,3.96,5.2,4,0
1343,0,1,0,0,7,0,26.8,0,0,232.9,0,738.9,0,0,0,0,0,1,0,0,0,1,1,1.95,,3.29,,,3.97,1,0
1344,1,1,1,1,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,1,1,1,1,1,1,1,1,0,3.9,3.73,3.93,3.31,4.22,5.15,4,0
